file,speaker,duration,silence_duration,silence_intensity,s_intensity,no_surrounding_silence,has_s,audio_peaked,primary_environment_count,secondary_environment_count,UWUH_L,sil_HH,sil_F,F_sil,W_UWUH,TH_sil,vowel_vowel,V_sil,sil_TH,vowel_R,Y_vowel,vowel_D_vowel,vowel_L,vowel_sil,sil_DH,vowel_T_vowel,DH_sil,L_vowel,R_vowel,sil_V,Y_UWUH,W_vowel,sil_SSH,AE_R,AY_R,nonsilence_count,ER_R,nasal_vowel,sil_ZZH,AA_R,silence_count,sil_PTK,UH_R,IY_R,AO_R,UW_R,OW_R,AW_R,EH_R,sil_BDG,AH_R,vowel_PK_vowel,vowel_BG_vowel,vowel_nasal,IH_R,EY_R
3729-6852-0039,3729,8.825,1.2749999999999992,35.9876,53.870056,False,True,False,4,13,0,1,0,0,0,0,2,0,0,1,0,2,3,0,0,2,0,2,3,0,0,1,0,0,0,93,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,2,0,10,0,0
3729-6852-0040,3729,10.66,1.8800000000000001,31.780653,51.237556,False,True,False,2,15,0,0,1,0,0,0,0,0,0,1,0,1,1,2,0,1,0,0,4,0,3,3,0,0,0,82,0,2,0,0,5,0,0,0,1,0,0,0,0,1,0,1,0,4,0,0
3729-6852-0041,3729,10.895,2.3749999999999987,32.19762,55.501736,False,True,False,6,20,0,0,0,0,0,0,2,0,0,4,0,2,4,1,1,3,0,4,3,0,0,2,0,0,0,107,0,2,0,0,4,0,0,1,1,0,0,0,1,0,0,1,1,5,1,0
3729-6852-0042,3729,15.165,2.8249999999999993,31.953936,54.12344,False,True,False,11,20,0,0,0,0,0,0,7,0,0,4,0,1,4,0,0,2,0,1,6,0,2,4,0,0,2,135,0,5,0,0,8,2,1,0,0,0,0,0,1,0,0,4,2,14,0,0
3729-6852-0043,3729,4.205,0.9549999999999998,32.356464,46.73477,False,True,False,3,7,0,0,0,0,0,0,0,0,0,3,0,3,0,1,0,0,0,0,3,0,0,0,0,0,1,26,0,1,0,0,3,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0
3729-6852-0044,3729,6.98,0.78,32.920452,48.340675,False,True,False,2,11,0,0,0,0,0,0,2,0,0,0,0,1,2,0,0,0,0,1,3,0,3,1,0,0,0,68,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0
3729-6852-0045,3729,20.375,3.0850000000000035,31.086851,52.86747,False,True,False,12,36,0,1,0,1,1,0,6,0,0,3,0,4,7,1,0,5,0,6,3,0,1,9,1,0,0,224,0,5,0,1,8,0,0,1,1,0,0,0,0,2,0,6,3,17,0,0
3729-6852-0046,3729,12.605,1.9850000000000003,28.12399,54.112377,False,True,False,9,10,0,2,0,0,0,0,6,0,0,1,0,1,2,2,0,1,0,1,2,0,0,1,1,0,0,137,0,11,0,0,6,0,0,0,0,0,0,0,0,1,1,5,3,16,0,0
4077-13751-0000,4077,9.56,1.4300000000000013,49.425255,64.51589,False,True,False,3,17,0,0,0,0,0,0,1,0,0,2,0,2,4,1,1,2,0,4,2,0,0,1,0,0,0,98,0,3,0,0,6,0,0,0,2,0,0,0,0,0,0,1,1,7,0,0
4077-13751-0001,4077,8.745,2.3149999999999995,47.623035,65.80079,False,True,False,6,10,0,1,0,0,0,0,2,1,0,2,1,0,1,0,0,3,0,3,1,0,0,1,0,0,0,74,0,1,0,1,9,0,0,0,1,0,0,0,0,0,0,2,1,6,0,0
4077-13751-0002,4077,9.75,1.8600000000000008,49.70253,65.49036,False,True,False,6,16,0,0,0,0,0,0,3,0,0,3,1,2,4,1,1,1,0,3,3,0,0,0,0,0,0,107,0,6,0,0,7,1,0,0,2,0,0,0,0,0,0,0,0,10,1,0
4077-13751-0003,4077,16.72,2.8900000000000037,49.368645,65.48775,False,True,False,10,15,1,0,0,0,0,0,2,0,0,7,0,0,2,1,1,1,0,4,2,0,0,4,0,0,0,190,0,7,0,1,12,0,0,0,5,0,0,0,1,0,0,0,3,20,0,0
4077-13751-0004,4077,16.68,2.9799990000000003,48.939465,64.659996,False,True,False,10,20,0,0,0,0,0,0,5,1,0,4,0,1,3,0,1,0,0,2,10,1,0,2,0,0,0,190,0,9,0,1,10,2,0,0,2,0,0,0,1,0,0,1,1,24,0,0
4077-13751-0005,4077,19.61,4.100001000000001,47.371468,63.207882,False,True,False,10,25,0,1,0,0,0,1,4,0,0,4,0,0,4,3,2,3,0,2,9,0,0,2,0,0,0,189,0,12,0,1,15,1,0,0,2,0,0,0,1,0,0,2,1,18,0,0
4077-13751-0006,4077,13.065,2.5550000000000024,47.937687,63.319206,False,True,False,7,14,0,0,0,0,0,0,1,0,0,6,0,1,1,0,1,1,0,3,4,0,0,3,1,0,0,137,0,5,0,0,9,1,0,0,2,0,0,0,3,1,0,2,0,10,1,0
4077-13751-0007,4077,17.22,3.5399990000000026,47.363113,61.710606,False,True,False,15,20,0,0,0,0,0,0,3,0,0,12,0,0,3,1,2,2,0,1,7,0,0,4,0,0,0,178,0,11,0,2,11,0,0,0,4,0,0,0,6,0,0,6,1,21,0,0
4077-13751-0008,4077,10.555,1.774999999999999,46.64461,60.088867,False,True,False,9,22,0,0,0,0,0,0,4,0,0,5,0,2,4,1,0,3,0,3,7,0,0,2,2,0,0,127,0,8,0,1,6,0,0,1,1,0,0,0,1,0,1,2,3,13,0,0
4077-13751-0009,4077,12.15,2.6500000000000017,46.989456,64.185326,False,True,False,3,23,0,0,0,0,0,0,1,0,0,2,0,1,5,2,1,2,0,6,3,0,0,3,0,0,0,118,0,3,0,0,7,0,0,1,0,0,0,0,0,0,0,1,0,9,1,0
4077-13751-0010,4077,6.72,1.67,47.79232,65.91446,False,True,False,2,13,0,0,0,0,0,0,1,0,0,1,0,1,3,1,0,2,0,5,1,0,0,0,0,0,0,68,1,1,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0
4077-13751-0011,4077,11.425,2.5450000000000017,47.167194,62.354595,False,True,False,8,12,0,0,0,0,0,0,4,0,0,4,1,1,1,3,0,0,0,1,4,0,0,1,1,0,0,120,0,5,0,0,6,0,2,0,1,0,0,0,1,2,0,1,0,19,0,0
4077-13751-0012,4077,12.015,2.875000000000002,47.124264,64.47348,False,True,False,5,23,0,1,0,0,0,0,2,0,0,2,0,1,4,3,1,3,0,2,4,0,2,3,0,0,0,129,0,8,0,0,8,0,0,0,1,0,0,0,0,0,0,2,3,12,1,0
4077-13751-0013,4077,4.315,0.9150000000000001,47.98212,64.308876,False,True,False,3,7,0,1,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,1,2,0,1,0,0,0,0,50,0,3,0,0,3,0,0,0,0,0,0,0,1,0,0,1,0,5,0,0
4077-13751-0014,4077,12.61,2.459999999999998,50.51753,63.13682,False,True,False,8,26,0,0,0,0,0,0,2,0,0,6,0,1,6,4,1,2,0,3,4,0,1,4,0,0,0,146,0,4,0,1,8,0,0,0,1,0,0,0,2,0,2,3,1,13,0,0
4077-13751-0015,4077,13.475,2.0649999999999986,48.286934,62.338474,False,True,False,8,20,0,0,1,0,0,0,3,0,0,4,0,3,6,2,0,4,0,4,1,0,0,0,0,0,0,145,0,6,0,0,7,0,0,1,3,0,0,0,0,0,0,2,1,16,0,0
4077-13751-0016,4077,14.515,2.545000000000001,47.593533,62.41248,False,True,False,10,28,0,0,0,0,0,0,5,1,0,4,0,4,3,3,2,3,0,2,7,0,0,4,0,0,0,158,0,6,0,0,9,0,0,0,1,0,0,0,2,1,0,2,1,12,0,1
4077-13751-0017,4077,5.095,1.2749999999999992,47.680813,,False,False,False,5,8,0,2,0,0,0,0,1,0,0,2,0,0,1,0,0,3,0,0,2,0,0,2,0,0,0,46,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,3,1,1,0,0
4077-13751-0018,4077,26.115,6.1850049999999985,49.1619,63.36294,False,True,False,13,36,1,1,0,0,0,0,5,0,0,6,1,3,6,6,0,1,0,3,12,1,1,2,0,0,0,245,0,5,0,0,17,0,0,0,1,0,0,0,3,2,1,3,5,25,1,0
4077-13751-0019,4077,2.92,1.0,49.681545,,False,False,False,3,4,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,29,0,2,0,0,3,0,0,0,2,0,0,0,0,0,0,0,2,3,0,0
4077-13751-0020,4077,10.295,1.8950000000000018,49.98841,66.18556,False,True,False,10,16,0,0,1,1,0,1,3,0,0,4,0,1,2,0,0,3,0,2,6,0,0,2,0,0,0,108,0,4,0,2,8,0,1,0,0,0,0,0,1,0,0,1,1,12,0,0
4077-13751-0021,4077,19.705,3.4149999999999925,48.15724,64.926506,False,True,False,12,27,0,1,0,0,0,0,5,0,0,6,0,2,6,2,0,6,0,4,5,0,0,2,0,0,0,213,0,14,0,0,10,0,1,0,2,0,0,0,2,0,0,3,2,20,1,0
4077-13754-0000,4077,4.78,1.1,37.358128,,False,False,False,4,10,0,0,0,0,0,1,1,0,0,2,0,0,2,1,1,2,0,2,1,0,0,1,0,0,0,51,0,2,0,1,3,0,0,0,0,0,0,0,1,0,0,2,0,6,0,0
4077-13754-0001,4077,3.77,0.7999999999999998,36.005493,63.62241,False,True,False,2,4,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,39,0,3,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,6,0,0
4077-13754-0002,4077,17.78,2.889999000000003,34.946808,63.26927,False,True,False,10,36,0,1,0,0,0,0,6,0,0,3,1,2,8,2,0,6,0,6,7,0,2,2,0,0,0,206,0,6,0,0,8,1,0,0,1,1,0,0,1,1,0,2,1,19,0,0
4077-13754-0003,4077,5.68,1.0899999999999996,36.017925,,False,False,False,4,12,0,1,0,0,0,0,1,0,0,2,1,0,2,0,0,3,0,1,3,0,0,2,0,0,0,66,0,3,0,0,3,0,0,0,1,0,0,0,0,0,1,4,1,5,0,0
4077-13754-0004,4077,4.985,1.2950000000000008,38.140633,64.13108,False,True,False,5,9,0,1,0,0,0,0,2,1,0,1,0,1,2,0,0,2,0,0,1,0,0,3,0,0,0,46,0,2,0,0,3,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0
4077-13754-0005,4077,17.84,2.9099999999999993,31.473234,64.39131,False,True,False,10,30,0,0,0,0,1,0,3,0,0,6,0,4,1,1,3,4,0,5,6,0,1,5,0,0,0,197,0,11,0,1,9,1,0,1,3,0,0,0,1,0,0,1,1,19,0,0
4077-13754-0006,4077,12.7499375,2.9699370000000025,35.917923,64.73318,False,True,False,10,27,0,1,0,0,0,0,5,0,0,4,0,2,9,0,0,3,0,5,5,0,0,3,0,0,0,136,0,5,0,0,8,1,0,0,0,0,0,0,4,1,0,1,0,9,0,0
4077-13754-0007,4077,13.95,2.1299999999999986,33.816048,66.30813,False,True,False,11,26,0,1,0,1,0,1,4,0,0,4,0,1,7,2,0,1,0,3,8,0,1,3,0,0,0,158,0,4,0,0,8,0,0,2,0,0,0,0,1,1,0,2,1,15,1,0
4077-13754-0008,4077,19.91,3.9400009999999974,32.961544,62.305717,False,True,False,9,26,0,1,0,0,1,0,2,0,0,5,1,1,6,0,1,1,0,6,5,0,1,4,0,0,0,218,0,16,0,0,8,2,1,0,3,0,0,0,1,0,0,3,1,27,0,0
4077-13754-0009,4077,7.65,1.7200000000000006,30.458157,63.741142,False,True,False,5,16,0,0,0,0,0,0,1,0,0,4,0,1,4,1,1,1,0,4,3,0,0,1,0,0,0,80,0,6,0,0,5,0,1,0,1,0,0,0,2,0,0,0,1,6,0,0
4077-13754-0010,4077,11.955,2.1050000000000004,34.936028,64.894295,False,True,False,5,24,0,0,0,0,0,0,2,0,0,3,1,3,3,2,0,4,0,4,5,0,0,2,0,0,0,129,0,7,0,0,6,0,1,0,0,0,0,0,1,0,0,2,0,11,1,0
4077-13754-0011,4077,14.13,2.390000000000002,32.069992,63.83553,False,True,False,8,22,0,1,1,0,0,0,2,0,0,4,0,2,2,3,0,4,0,3,2,0,4,2,0,0,0,160,0,12,0,0,8,0,0,0,4,0,0,0,0,1,0,1,0,17,0,0
4077-13754-0012,4077,22.095,4.295002000000002,36.358944,63.582245,False,True,False,11,30,0,0,1,2,0,0,5,0,0,3,1,0,7,1,2,2,0,5,11,0,0,1,0,0,0,236,0,19,0,1,11,0,0,0,2,0,0,0,0,1,0,1,0,32,0,0
4077-13754-0013,4077,12.87,2.1999999999999966,34.208492,64.13163,False,True,False,11,17,0,0,0,0,0,0,3,0,0,8,1,0,1,1,0,0,0,3,8,0,1,2,0,0,0,151,0,7,0,0,6,1,1,0,4,0,0,0,1,1,1,2,0,13,1,0
4077-13754-0014,4077,10.97,2.17,31.447063,65.29741,False,True,False,2,14,0,0,0,0,0,0,1,0,0,1,0,1,2,2,2,2,0,1,2,0,0,2,0,0,0,122,0,5,0,0,7,1,0,0,1,0,0,0,0,0,0,4,0,14,0,0
4077-13754-0015,4077,22.205,4.514997999999997,32.098587,65.2108,False,True,False,9,37,1,0,0,0,0,0,3,0,0,5,0,1,8,2,1,8,0,4,9,0,2,2,0,0,1,245,0,10,0,0,10,1,0,0,4,0,0,0,0,0,0,6,2,25,0,0
4077-13754-0016,4077,11.895,2.6549999999999994,30.551626,65.64857,False,True,False,5,19,0,0,0,0,0,0,3,0,0,2,1,1,2,1,1,1,0,4,7,0,1,0,0,0,0,130,0,8,0,0,6,0,0,0,2,0,0,0,0,0,0,1,0,14,0,0
4446-2271-0000,4446,3.495,0.815,21.932114,,False,False,False,1,5,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,2,0,0,0,1,0,0,0,38,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,5,1,0
4446-2271-0001,4446,6.35,0.8499999999999998,22.347967,47.215073,False,True,False,7,8,0,1,0,0,0,0,4,0,0,2,0,2,0,0,0,2,0,0,3,0,0,1,0,0,0,84,0,4,0,0,3,0,0,0,0,0,0,0,1,0,0,3,2,9,1,0
4446-2271-0002,4446,2.385,0.4949999999999999,22.91548,55.291595,False,True,False,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,1,0,0,0,24,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
4446-2271-0003,4446,3.7,0.4500000000000002,25.046003,51.33774,False,True,False,0,8,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,1,0,1,1,0,0,1,0,0,0,45,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0
4446-2271-0004,4446,12.01,1.710000000000001,21.682302,52.57456,False,True,False,6,21,0,0,1,1,0,0,3,0,0,1,0,0,3,3,0,3,0,5,3,0,2,2,0,0,0,143,0,4,0,0,7,0,0,0,0,0,0,0,0,2,0,3,0,16,1,0
4446-2271-0005,4446,3.395,0.5750000000000001,21.134401,59.249737,False,True,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,38,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0
4446-2271-0006,4446,2.905,0.4149999999999996,22.527195,,False,False,False,4,5,0,1,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,2,0,0,1,0,0,0,38,0,3,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,5,1,0
4446-2271-0007,4446,2.1,0.3800000000000001,21.57374,,False,False,False,0,5,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,1,1,0,0,26,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0
4446-2271-0008,4446,5.495,0.6650000000000003,24.581453,48.66802,False,True,False,5,9,0,0,0,0,0,0,1,0,0,4,0,1,1,1,0,0,0,1,2,0,0,3,0,0,1,74,0,4,0,0,3,1,0,0,0,0,0,0,2,0,1,1,3,13,0,0
4446-2271-0009,4446,7.82,0.9899999999999993,21.556952,51.781,False,True,False,0,16,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,4,2,0,0,3,0,0,0,98,0,5,0,0,4,1,0,0,0,0,0,0,0,0,0,3,0,11,0,0
4446-2271-0010,4446,3.135,0.565,26.27401,55.633896,False,True,False,2,7,0,1,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,2,1,0,1,0,0,0,0,39,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0
4446-2271-0011,4446,3.945,0.6249999999999999,21.501455,54.109657,False,True,False,6,6,0,0,0,0,0,0,2,0,0,4,0,0,1,0,0,1,0,2,2,0,0,0,1,0,0,46,0,4,0,1,3,0,0,0,0,0,0,0,2,0,0,1,1,6,1,0
4446-2271-0012,4446,3.78,0.6999999999999995,25.94486,59.581768,False,True,False,3,10,0,0,1,0,0,0,1,0,0,1,0,0,3,1,0,3,0,2,1,0,0,0,0,0,0,42,0,2,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0
4446-2271-0013,4446,4.4,1.1100000000000003,21.77535,53.99325,False,True,False,1,3,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,42,0,2,0,0,5,1,0,0,0,0,0,0,0,1,0,0,1,5,0,0
4446-2271-0014,4446,5.34,0.7500000000000002,23.147385,55.52141,False,True,False,2,8,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,2,0,0,1,0,0,4,0,0,0,62,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,1,1,5,1,0
4446-2271-0015,4446,2.595,0.7750000000000004,22.039848,53.282013,False,True,False,0,8,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2,0,3,0,0,0,0,0,0,0,23,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4446-2271-0016,4446,10.205,2.175,21.717009,51.23049,False,True,False,3,19,0,1,0,0,0,0,1,0,0,1,0,0,4,3,0,1,0,6,2,0,0,3,1,0,0,105,0,4,0,0,7,1,0,0,0,0,0,0,1,1,0,0,2,15,0,0
4446-2271-0017,4446,12.26,2.1399999999999992,22.302063,54.678677,False,True,False,11,24,0,3,0,0,0,0,6,0,0,2,1,1,3,1,1,3,0,1,4,0,0,9,0,0,0,155,0,5,0,1,6,0,0,0,1,0,0,0,0,0,0,1,2,15,0,0
4446-2271-0018,4446,5.715,1.794999999999999,20.993273,53.97838,False,True,False,5,5,0,0,0,0,0,0,5,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,53,0,5,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,8,0,0
4446-2271-0019,4446,3.825,1.0550000000000004,21.68619,,False,False,False,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,1,0,0,0,1,0,0,0,35,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
4446-2271-0020,4446,7.55,1.4200000000000004,22.257921,54.983074,False,True,False,4,11,0,0,0,0,0,0,2,0,0,2,0,0,4,0,0,1,0,3,1,0,0,2,1,0,0,89,0,2,0,0,5,0,0,1,1,0,0,0,0,0,0,0,1,12,0,0
4446-2271-0021,4446,3.56,0.54,21.014156,55.267693,False,True,False,4,6,0,0,0,0,0,0,2,0,0,2,0,0,1,1,0,1,0,0,2,0,1,0,1,0,0,42,0,2,0,0,2,0,0,0,1,0,0,0,1,0,0,0,1,2,0,0
4446-2271-0022,4446,2.325,0.6150000000000002,22.987453,48.917286,False,True,False,1,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,21,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
4446-2271-0023,4446,2.265,0.4750000000000001,22.62352,,False,False,False,2,6,0,0,0,0,0,0,2,0,0,0,1,0,2,0,0,0,0,1,0,0,0,2,0,0,0,18,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4446-2271-0024,4446,3.16,0.7,22.593323,,False,False,False,1,6,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,2,0,0,0,35,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0
4446-2273-0000,4446,8.995,0.9749999999999985,26.309887,62.101707,False,True,False,6,11,0,1,1,0,0,0,2,0,0,2,0,0,3,1,0,1,0,3,1,0,0,2,0,0,0,107,0,5,0,0,5,0,0,0,0,0,0,0,2,0,0,1,1,9,0,0
4446-2273-0001,4446,4.66,0.9799999999999999,27.63109,60.705017,False,True,False,3,9,0,0,0,0,0,0,2,0,0,1,0,0,3,2,1,1,0,1,1,0,0,0,0,0,0,53,0,1,0,0,3,0,0,0,0,0,0,0,1,0,0,1,0,6,0,0
4446-2273-0002,4446,3.295,0.5850000000000002,28.391073,52.652588,False,True,False,3,7,0,0,0,0,1,0,1,0,0,1,0,1,1,1,0,0,0,2,2,0,0,0,0,0,0,39,0,2,0,0,3,0,0,0,0,0,0,0,1,0,0,0,1,5,0,0
4446-2273-0003,4446,7.835,1.264999999999999,29.208466,61.579945,False,True,False,9,15,0,1,0,0,0,0,4,0,0,4,0,1,3,0,0,3,0,2,4,0,0,2,0,0,0,96,0,5,0,1,4,0,0,0,1,0,0,0,2,0,0,0,0,9,0,0
4446-2273-0004,4446,5.435,0.9749999999999996,29.317766,60.361656,False,True,False,6,10,0,0,1,0,0,0,3,0,0,2,0,1,1,1,0,0,0,3,2,0,2,0,0,0,1,62,0,3,0,0,3,0,0,1,0,0,0,0,0,0,0,2,0,5,0,0
4446-2273-0005,4446,4.125,0.48500000000000004,37.803894,59.665245,False,True,False,0,14,0,0,0,0,0,0,0,0,0,0,1,1,4,0,0,3,0,3,0,0,1,1,0,0,0,51,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
4446-2273-0006,4446,2.94,0.2899999999999999,28.999002,61.91161,False,True,False,2,8,0,0,0,0,0,0,2,0,0,0,0,2,2,1,1,0,0,1,0,0,1,0,0,0,0,33,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4446-2273-0007,4446,3.095,0.365,36.36034,,False,False,False,3,11,0,0,0,0,0,0,1,0,0,2,0,0,5,0,1,0,0,3,2,0,0,0,0,0,0,30,0,1,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0
4446-2273-0008,4446,7.715,0.9250000000000003,35.012794,61.8793,False,True,False,3,6,0,0,0,0,0,0,1,0,0,2,1,1,1,0,0,0,0,0,2,0,0,1,0,0,0,91,0,6,0,0,4,0,0,0,0,1,0,0,0,0,0,1,1,11,1,0
4446-2273-0009,4446,4.015,0.8849999999999998,32.1946,60.84177,False,True,False,2,8,0,0,0,0,0,0,0,0,0,2,1,0,2,0,0,1,0,2,1,0,0,1,0,0,0,45,0,4,0,0,3,0,0,1,0,0,0,0,1,1,0,0,0,2,0,0
4446-2273-0010,4446,12.44,1.6199999999999979,29.43211,63.30998,False,True,False,6,30,0,0,0,0,0,0,0,0,0,6,1,1,7,0,1,1,0,6,7,0,0,6,0,0,0,142,0,3,0,2,8,0,0,0,0,0,1,0,3,0,0,1,0,13,0,0
4446-2273-0011,4446,2.79,0.6500000000000001,33.394196,61.631443,False,True,False,1,7,0,0,0,0,0,0,0,0,0,1,0,0,2,1,1,0,0,2,1,0,0,0,0,0,0,26,0,1,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
4446-2273-0012,4446,2.98,0.7700000000000002,34.42505,59.62598,False,True,False,1,8,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,2,0,0,1,1,0,0,0,29,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0
4446-2273-0013,4446,2.625,0.6649999999999998,31.250763,62.169373,False,True,False,3,4,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,28,0,2,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,2,1,0
4446-2273-0014,4446,2.39,0.5000000000000002,35.251846,,False,False,False,4,6,0,0,0,0,0,0,1,0,0,3,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,27,0,0,0,1,2,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0
4446-2273-0015,4446,4.505,0.9949999999999994,32.35068,65.57225,False,True,False,3,5,0,1,0,0,0,0,0,0,0,2,0,1,0,1,0,1,0,0,2,0,0,0,0,0,0,37,0,1,0,1,4,0,0,1,0,0,0,0,0,1,0,0,0,4,0,0
4446-2273-0016,4446,9.645,1.3450000000000009,29.588804,60.655857,False,True,False,5,13,0,1,0,0,0,0,2,0,0,2,0,0,4,0,0,1,0,5,3,0,0,0,0,0,0,109,0,2,0,0,5,0,0,0,0,0,0,0,2,0,0,2,4,8,0,0
4446-2273-0017,4446,2.74,0.6300000000000001,33.065723,,False,False,False,3,6,0,1,0,0,0,0,2,0,0,0,1,0,2,1,0,0,0,1,0,0,0,1,0,0,0,23,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
4446-2273-0018,4446,3.4,0.6599999999999997,30.460796,59.615,False,True,False,3,6,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,2,0,1,2,0,0,0,39,0,1,0,0,2,0,0,0,0,1,0,0,1,1,0,0,1,3,0,0
4446-2273-0019,4446,3.115,0.6550000000000005,30.364367,57.54425,False,True,False,4,4,0,0,0,0,0,0,2,0,0,2,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,37,1,2,0,1,3,1,0,0,0,0,0,0,0,0,0,1,0,5,0,0
4446-2273-0020,4446,2.74,0.5800000000000004,31.861624,56.08868,False,True,False,2,5,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,25,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0
4446-2273-0021,4446,5.255,0.905,29.402388,59.23713,False,True,False,8,8,0,1,0,0,0,1,2,0,0,4,0,0,0,0,0,0,0,1,3,0,1,3,0,0,0,55,0,3,0,3,3,0,0,0,1,0,0,0,0,1,0,0,0,3,0,0
4446-2273-0022,4446,5.865,1.4450000000000005,28.65494,61.12531,False,True,False,4,10,0,0,0,0,1,0,2,1,0,0,0,0,1,1,1,1,0,1,1,0,1,3,0,0,0,62,0,4,0,0,3,0,0,0,0,0,0,0,0,1,0,1,1,8,0,0
4446-2273-0023,4446,6.1,1.1099999999999994,29.457031,60.75518,False,True,False,4,7,0,1,0,0,1,1,0,0,0,1,0,0,0,1,1,1,0,1,3,0,0,0,0,0,0,64,0,3,0,1,4,0,0,0,0,0,0,0,0,0,0,1,0,10,0,0
4446-2273-0024,4446,4.825,0.8350000000000001,30.931404,64.01905,False,True,False,4,14,0,0,0,0,0,0,0,0,0,4,0,2,4,1,0,1,0,2,1,0,1,2,0,0,0,58,0,1,0,2,3,0,0,0,0,0,0,0,0,2,1,0,0,2,1,0
4446-2273-0025,4446,4.83,0.6900000000000002,29.36912,,False,False,False,2,11,0,0,0,0,0,0,1,0,0,1,0,0,2,2,0,1,0,3,1,0,0,2,0,0,0,50,0,4,0,0,3,0,0,0,0,0,0,0,1,0,0,3,0,4,0,0
4446-2273-0026,4446,1.95,0.31000000000000005,32.888332,,False,False,False,2,6,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,2,0,0,0,0,22,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
4446-2273-0027,4446,3.76,0.8199999999999998,29.17836,60.00659,False,True,False,3,7,0,1,0,0,0,0,1,0,0,1,0,0,2,1,0,1,0,1,1,0,0,1,0,0,0,41,0,1,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0
